"id";"photo";"height";"weight";"base_experience";"attack";"defense";"hp";"special_attack";"special_defense";"speed"
"foongus";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/590.png";2;10;59;55;45;69;55;55;15
"amoonguss";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/591.png";6;105;162;85;70;114;85;80;30
"frillish";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/592.png";12;330;67;40;50;55;65;85;40
"jellicent";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/593.png";22;1350;168;60;70;100;85;105;60
"alomomola";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/594.png";12;316;165;75;80;165;40;45;65
"joltik";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/595.png";1;6;64;47;50;50;57;50;65
"galvantula";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/596.png";8;143;165;77;60;70;97;60;108
"ferroseed";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/597.png";6;188;61;50;91;44;24;86;10
"ferrothorn";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/598.png";10;1100;171;94;131;74;54;116;20
"klink";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/599.png";3;210;60;55;70;40;45;60;30
"klang";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/600.png";6;510;154;80;95;60;70;85;50
"klinklang";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/601.png";6;810;234;100;115;60;70;85;90
"tynamo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/602.png";2;3;55;55;40;35;45;40;60
"eelektrik";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/603.png";12;220;142;85;70;65;75;70;40
"eelektross";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/604.png";21;805;232;115;80;85;105;80;50
"elgyem";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/605.png";5;90;67;55;55;55;85;55;30
"beheeyem";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/606.png";10;345;170;75;75;75;125;95;40
"litwick";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/607.png";3;31;55;30;55;50;65;55;20
"lampent";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/608.png";6;130;130;40;60;60;95;60;55
"chandelure";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/609.png";10;343;234;55;90;60;145;90;80
"axew";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/610.png";6;180;64;87;60;46;30;40;57
"fraxure";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/611.png";10;360;144;117;70;66;40;50;67
"haxorus";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/612.png";18;1055;243;147;90;76;60;70;97
"cubchoo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/613.png";5;85;61;70;40;55;60;40;40
"beartic";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/614.png";26;2600;170;110;80;95;70;80;50
"cryogonal";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/615.png";11;1480;170;50;30;70;95;135;105
"shelmet";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/616.png";4;77;61;40;85;50;40;65;25
"accelgor";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/617.png";8;253;173;70;40;80;100;60;145
"stunfisk";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/618.png";7;110;165;66;84;109;81;99;32
"mienfoo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/619.png";9;200;70;85;50;45;55;50;65
"mienshao";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/620.png";14;355;179;125;60;65;95;60;105
"druddigon";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/621.png";16;1390;170;120;90;77;60;90;48
"golett";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/622.png";10;920;61;74;50;59;35;50;35
"golurk";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/623.png";28;3300;169;124;80;89;55;80;55
"pawniard";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/624.png";5;102;68;85;70;45;40;40;60
"bisharp";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/625.png";16;700;172;125;100;65;60;70;70
"bouffalant";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/626.png";16;946;172;110;95;95;40;95;55
"rufflet";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/627.png";5;105;70;83;50;70;37;50;60
"braviary";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/628.png";15;410;179;123;75;100;57;75;80
"vullaby";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/629.png";5;90;74;55;75;70;45;65;60
"mandibuzz";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/630.png";12;395;179;65;105;110;55;95;80
"heatmor";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/631.png";14;580;169;97;66;85;105;66;65
"durant";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/632.png";3;330;169;109;112;58;48;48;109
"deino";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/633.png";8;173;60;65;50;52;45;50;38
"zweilous";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/634.png";14;500;147;85;70;72;65;70;58
"hydreigon";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/635.png";18;1600;270;105;90;92;125;90;98
"larvesta";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/636.png";11;288;72;85;55;55;50;55;60
"volcarona";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/637.png";16;460;248;60;65;85;135;105;100
"cobalion";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/638.png";21;2500;261;90;129;91;90;72;108
"terrakion";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/639.png";19;2600;261;129;90;91;72;90;108
"virizion";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/640.png";20;2000;261;90;72;91;90;129;108
"tornadus-incarnate";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/641.png";15;630;261;115;70;79;125;80;111
"thundurus-incarnate";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/642.png";15;610;261;115;70;79;125;80;111
"reshiram";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/643.png";32;3300;306;120;100;100;150;120;90
"zekrom";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/644.png";29;3450;306;150;120;100;120;100;90
"landorus-incarnate";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/645.png";15;680;270;125;90;89;115;80;101
"kyurem";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/646.png";30;3250;297;130;90;125;130;90;95
"keldeo-ordinary";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/647.png";14;485;261;72;90;91;129;90;108
"meloetta-aria";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/648.png";6;65;270;77;77;100;128;128;90
"genesect";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/649.png";15;825;270;120;95;71;120;95;99
"chespin";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/650.png";4;90;63;61;65;56;48;45;38
"quilladin";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/651.png";7;290;142;78;95;61;56;58;57
"chesnaught";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/652.png";16;900;239;107;122;88;74;75;64
"fennekin";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/653.png";4;94;61;45;40;40;62;60;60
"braixen";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/654.png";10;145;143;59;58;59;90;70;73
"delphox";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/655.png";15;390;240;69;72;75;114;100;104
"froakie";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/656.png";3;70;63;56;40;41;62;44;71
"frogadier";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/657.png";6;109;142;63;52;54;83;56;97
"greninja";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/658.png";15;400;239;95;67;72;103;71;122
"bunnelby";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/659.png";4;50;47;36;38;38;32;36;57
"diggersby";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/660.png";10;424;148;56;77;85;50;77;78
"fletchling";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/661.png";3;17;56;50;43;45;40;38;62
"fletchinder";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/662.png";7;160;134;73;55;62;56;52;84
"talonflame";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/663.png";12;245;175;81;71;78;74;69;126
"scatterbug";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/664.png";3;25;40;35;40;38;27;25;35
"spewpa";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/665.png";3;84;75;22;60;45;27;30;29
"vivillon";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/666.png";12;170;185;52;50;80;90;50;89
"litleo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/667.png";6;135;74;50;58;62;73;54;72
"pyroar";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/668.png";15;815;177;68;72;86;109;66;106
"flabebe";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/669.png";1;1;61;38;39;44;61;79;42
"floette";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/670.png";2;9;130;45;47;54;75;98;52
"florges";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/671.png";11;100;248;65;68;78;112;154;75
"skiddo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/672.png";9;310;70;65;48;66;62;57;52
"gogoat";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/673.png";17;910;186;100;62;123;97;81;68
"pancham";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/674.png";6;80;70;82;62;67;46;48;43
"pangoro";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/675.png";21;1360;173;124;78;95;69;71;58
"furfrou";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/676.png";12;280;165;80;60;75;65;90;102
"espurr";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/677.png";3;35;71;48;54;62;63;60;68
"meowstic-male";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/678.png";6;85;163;48;76;74;83;81;104
"honedge";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/679.png";8;20;65;80;100;45;35;37;28
"doublade";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/680.png";8;45;157;110;150;59;45;49;35
"aegislash-shield";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/681.png";17;530;234;50;150;60;50;150;60
"spritzee";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/682.png";2;5;68;52;60;78;63;65;23
"aromatisse";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/683.png";8;155;162;72;72;101;99;89;29
"swirlix";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/684.png";4;35;68;48;66;62;59;57;49
"slurpuff";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/685.png";8;50;168;80;86;82;85;75;72
"inkay";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/686.png";4;35;58;54;53;53;37;46;45
"malamar";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/687.png";15;470;169;92;88;86;68;75;73
"binacle";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/688.png";5;310;61;52;67;42;39;56;50
"barbaracle";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/689.png";13;960;175;105;115;72;54;86;68
"skrelp";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/690.png";5;73;64;60;60;50;60;60;30
"dragalge";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/691.png";18;815;173;75;90;65;97;123;44
"clauncher";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/692.png";5;83;66;53;62;50;58;63;44
"clawitzer";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/693.png";13;353;100;73;88;71;120;89;59
"helioptile";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/694.png";5;60;58;38;33;44;61;43;70
"heliolisk";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/695.png";10;210;168;55;52;62;109;94;109
"tyrunt";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/696.png";8;260;72;89;77;58;45;45;48
"tyrantrum";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/697.png";25;2700;182;121;119;82;69;59;71
"amaura";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/698.png";13;252;72;59;50;77;67;63;46
"aurorus";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/699.png";27;2250;104;77;72;123;99;92;58
"sylveon";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/700.png";10;235;184;65;65;95;110;130;60
"hawlucha";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/701.png";8;215;175;92;75;78;74;63;118
"dedenne";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/702.png";2;22;151;58;57;67;81;67;101
"carbink";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/703.png";3;57;100;50;150;50;50;150;50
"goomy";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/704.png";3;28;60;50;35;45;55;75;40
"sliggoo";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/705.png";8;175;158;75;53;68;83;113;60
"goodra";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/706.png";20;1505;270;100;70;90;110;150;80
"klefki";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/707.png";2;30;165;80;91;57;80;87;75
"phantump";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/708.png";4;70;62;70;48;43;50;60;38
"trevenant";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/709.png";15;710;166;110;76;85;65;82;56
"pumpkaboo-average";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/710.png";4;50;67;66;70;49;44;55;51
"gourgeist-average";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/711.png";9;125;173;90;122;65;58;75;84
"bergmite";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/712.png";10;995;61;69;85;55;32;35;28
"avalugg";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/713.png";20;5050;180;117;184;95;44;46;28
"noibat";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/714.png";5;80;49;30;35;40;45;40;55
"noivern";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/715.png";15;850;187;70;80;85;97;80;123
"xerneas";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/716.png";30;2150;306;131;95;126;131;98;99
"yveltal";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/717.png";58;2030;306;131;95;126;131;98;99
"zygarde";"https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/718.png";50;3050;270;100;121;108;81;95;95
